"URI","Title","RecordId","Coin Type URI","From Date","To Date","Authority","Stated Authority","Issuer","State","Dynasty","Deity","Portrait","Denomination","Department","Object Type","Artist","Engraver","Maker","Signature","Manufacture","Material","Shape","Place of Production","Place of Issue","Place of Cataloging Relevance","Region","Coin Type","Hoard","Findspot","Excavation","Reference","Category","Subject: Event","Subject: Issuer","Subject: Person","Subject: Place","Authenticity","Secondary Treatment","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Date on Object","Hijra","Axis","Diameter (in mm)","Weight (in g)","Thumbnail_obv","Thumbnail_rev","Date Record Modified"
"http://numismatics.org/collection/0000.999.5601","Bronze AE2 of Constantine I, Rome, 317–318. 0000.999.5601","0000.999.5601","http://numismatics.org/ocre/id/ric.7.rom.111","317","318","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","","Constantius Chlorus","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Rome","","","Latium||Italy","RIC VII Rome 111","","","","RIC VII Rome 111","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","DI[VO CON]STANTIO PIO PRINC","Head veiled laureate right","MEMORIAE AETERNAE","Eagle standing right looking left","","","6","15.0","1.78","https://numismatics.org/collectionimages/00001899/0000/0000.999.5601.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.5601.rev.width175.jpg","2024-05-11T12:55:39Z"
"http://numismatics.org/collection/0000.999.5620","Bronze AE2 of Licinius, Siscia, 313–315. 0000.999.5620","0000.999.5620","http://numismatics.org/ocre/id/ric.7.sis.8","313","315","Licinius","","","Roman Empire","","Jupiter","Licinius","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Siscia","","","Pannonia","RIC VII Siscia 8","","","","RIC VII Siscia 8","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP LIC LICINIVS P F AVG","Head laureate, right","IOVI CONS-ERVATORI","Jupiter standing left, chlamys over left shoulder, leaning on sceptre; Victory on globe in r; eagle with wreath to left","","","6","21.0","3.15","https://numismatics.org/collectionimages/00001899/0000/0000.999.5620.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.5620.rev.width175.jpg","2024-05-11T12:56:05Z"
"http://numismatics.org/collection/0000.999.5621","Bronze AE2 of Licinius, Siscia, 315–316. 0000.999.5621","0000.999.5621","http://numismatics.org/ocre/id/ric.7.sis.15","315","316","Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Siscia","","","Pannonia","RIC VII Siscia 15","","","","RIC VII Siscia 15","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Head laureate, right","IOVI CON-SERVATOR[I]","Jupiter standing left, chlamys over left shoulder, leaning on sceptre; Victory on globe in r; eagle with wreath to left","","","6","21.5","2.63","https://numismatics.org/collectionimages/00001899/0000/0000.999.5621.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.5621.rev.width175.jpg","2024-05-11T12:56:07Z"
"http://numismatics.org/collection/0000.999.5622","Bronze AE2 of Licinius, Siscia, 315–316. 0000.999.5622","0000.999.5622","http://numismatics.org/ocre/id/ric.7.sis.17","315","316","Licinius","","","Roman Empire","","Jupiter","Licinius","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Siscia","","","Pannonia","RIC VII Siscia 17","","","","RIC VII Siscia 17","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP LIC LICINIVS P F AVG","Head laureate right","IOVI CON-SERVATORI","Jupiter standing left, chlamys over left shoulder, leaning on sceptre; Victory on globe in r; eagle with wreath to left","","","7","21.0","3.93","https://numismatics.org/collectionimages/00001899/0000/0000.999.5622.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.5622.rev.width175.jpg","2024-05-11T12:56:08Z"
"http://numismatics.org/collection/0000.999.5940","Bronze AE2 of Constantine I, Antioch, Syria, 321–323. 0000.999.5940","0000.999.5940","http://numismatics.org/ocre/id/ric.7.anch.35","321","323","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Licinius","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 35","","","","RIC VII Antioch 35","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP C VAL LICIN LICINIVS P F AVG","Bust rad. draped cuirassed right","IOVI CONS-ERVATORI","Jupiter standing left holding Victory on globe in right and sceptre in left; to left, eagle; to right, captive","","","11","18.5","2.95","https://numismatics.org/collectionimages/00001899/0000/0000.999.5940.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.5940.rev.width175.jpg","2024-05-11T12:57:46Z"
"http://numismatics.org/collection/0000.999.6911","Bronze AE2 of Constantine I, Thessalonica, 317–318. 0000.999.6911","0000.999.6911","http://numismatics.org/ocre/id/ric.7.thes.19","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Thessalonica","","","Bisaltian District||Macedonia","RIC VII Thessalonica 19","","","","RIC VII Thessalonica 19","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Head laureate, right","IOVI CONS-ERVATORI","Jupiter standing left, leaning on sceptre, Victory on globe, eagle with wreath","","","7","21.0","3.21","https://numismatics.org/collectionimages/00001899/0000/0000.999.6911.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.6911.rev.width175.jpg","2024-05-11T12:58:55Z"
"http://numismatics.org/collection/0000.999.7682","Silver Antoninianus of Philip the Arab, Rome, 244–249. 0000.999.7682","0000.999.7682","http://numismatics.org/ocre/id/ric.4.ph_i.62","244","249","Philip the Arab","","","Roman Empire","","","Philip the Arab","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Philip I 62","","","","RIC IV Philip I 62","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP PHILIPPVS AVG","Bust, radiate, draped, cuirassed, right","FIDES EXERCITVS","Four standards","","","2","25.5","4.38","https://numismatics.org/collectionimages/00001899/0000/0000.999.7682.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.7682.rev.width175.jpg","2024-05-11T01:01:43Z"
"http://numismatics.org/collection/0000.999.7690","Bronze Sestertius of Philip the Arab, Rome, 244–249. 0000.999.7690","0000.999.7690","http://numismatics.org/ocre/id/ric.4.ph_i.171A","244","249","Philip the Arab","","","Roman Empire","","","Philip the Arab","Sestertius","Roman","Coin","","","","","Struck","Bronze","","Rome","","","Latium||Italy","RIC IV Philip I 171A","","","","RIC IV Philip I 171A","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","[IMP M] IVL [PHIL]IPPVS AVG","Bust, laureate, draped, cuirasse, right","[FIDES EXERCITVS]/ S C","Four standards-the second from the right, a legionary eagle","","","6","27.7","11.81","https://numismatics.org/collectionimages/00001899/0000/0000.999.7690.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.7690.rev.width175.jpg","2024-05-11T01:01:50Z"
"http://numismatics.org/collection/0000.999.8169","Silver Antoninianus of Trajan Decius, Mediolanum, 250–251. 0000.999.8169","0000.999.8169","http://numismatics.org/ocre/id/ric.4.tr_d.81A","250","251","Trajan Decius","","","Roman Empire","Flavian Dynasty","","Titus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Mediolanum","","","Italy","RIC IV Trajan Decius 81A","","","","RIC IV Trajan Decius 81A","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","DIVO TITO","Head of Divus Titus, radiate, right","CONSECRATIO","Eagle, with open wings, standing front on bar, head right","","","7","21.0","3.36","https://numismatics.org/collectionimages/00001899/0000/0000.999.8169.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/0000/0000.999.8169.rev.width175.jpg","2024-05-11T01:02:05Z"
"http://numismatics.org/collection/1882.10.1","Bronze AE2 of Constantine I, Antioch, Syria, 321–323. 1882.10.1","1882.10.1","http://numismatics.org/ocre/id/ric.7.anch.35","321","323","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Licinius","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Antioch, Syria||Antioch","","","Seleucis and Pieria||Syria","RIC VII Antioch 35","","","","RIC VII Antioch 35","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP C VAL LICIN LICINIVS P F AVG","Bust rad. draped cuirassed right","[IOVI] CONS-ERVATORI","Jupiter standing left holding Victory on globe in right and sceptre in left; to left, eagle; to right, captive","","","12","18.0","2.84","https://numismatics.org/collectionimages/00001899/1882/1882.10.1.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/1882/1882.10.1.rev.width175.jpg","2024-05-15T11:37:28Z"
"http://numismatics.org/collection/1893.14.51","Silver Tridrachm of Trajan, Bostra, 112–114. 1893.14.51","1893.14.51","https://rpc.ashmus.ox.ac.uk/type/12726","112","114","Trajan","","","Roman Empire","Nerva-Antonine Dynasty","","Trajan","Tridrachm","Roman","Coin","","","","","Struck","Silver","","Bostra","","","Arabia Petraea","RPC III, 4055","","","","M.9||RPC III, 4055||S.225","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a||559caa9b-6b27-304f-abd8-c1e562ed1d0a|East/5765bd0d-2b3b-3907-8aed-2acf7fec7655","","","","","","","AVTOKR KAIS NER TRAIANOS SEB GERM DAK","Bust laur. r. with drapery on l. shoulder","DEMARCH EX VPATO 6","Legionary eagle flanked by standards, that to l. surmounted by wreath, that to r. by hand","","","6","25.0","10.64","https://numismatics.org/collectionimages/00001899/1893/1893.14.51.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/1893/1893.14.51.rev.width175.jpg","2024-05-15T11:38:04Z"
"http://numismatics.org/collection/1895.50.1","Silver Antoninianus of Carinus, Rome, 283–285. 1895.50.1","1895.50.1","http://numismatics.org/ocre/id/ric.5.car.410","283","285","Carinus||Numerian","","","Roman Empire","","Jupiter","Numerian","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC V Carus 410","","","","RIC V Carus 410","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP NVMERIANVS AVG","bust radiate cuirassed right","IOVI - VICTORI","Jupiter standing left, holding Victory and sceptre; eagle at foot","","","6","21.5","3.57","https://numismatics.org/collectionimages/00001899/1895/1895.50.1.obv.width175.jpg","https://numismatics.org/collectionimages/00001899/1895/1895.50.1.rev.width175.jpg","2024-05-15T11:39:04Z"
"http://numismatics.org/collection/1905.31.1","Bronze AE2 of Constantine I, Thessalonica, 317–318. 1905.31.1","1905.31.1","http://numismatics.org/ocre/id/ric.7.thes.19","317","318","Constantine I","","","Roman Empire","Constantinian Dynasty","Jupiter","Constantine I","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Thessalonica","","","Bisaltian District||Macedonia","RIC VII Thessalonica 19","","","","RIC VII Thessalonica 19","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP CONSTANTINVS P F AVG","Head laureate, right","IOVI CONS-ERVATORI","Jupiter standing left, leaning on sceptre, Victory on globe, eagle with wreath","","","12","20.0","3.05","https://numismatics.org/collectionimages/19001949/1905/1905.31.1.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.31.1.rev.width175.jpg","2024-05-15T11:41:50Z"
"http://numismatics.org/collection/1905.57.232","Silver Antoninianus of Quintillus, Rome, 270. 1905.57.232","1905.57.232","http://numismatics.org/ocre/id/ric.5.cg.266","270","270","Quintillus","","","","","","Claudius II Gothicus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome||Mediolanum||Cyzicus||Siscia||Antioch","","","Italy||Pannonia||Syria||Mysia","RIC V Claudius Gothicus 266","","","","RIC V Claudius Gothicus 266","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","DIVO C[L]AVDI[O]","Head of Claudius Gothicus, radiate, right","[CON]SE[C]RATIO","Eagle, standing left, head right","","","12","19.0","2.94","https://numismatics.org/collectionimages/19001949/1905/1905.57.232.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.232.rev.width175.jpg","2024-05-15T11:42:38Z"
"http://numismatics.org/collection/1905.57.398","Silver Denarius of Antoninus Pius, Rome, 153–154. 1905.57.398","1905.57.398","http://numismatics.org/ocre/id/ric.3.ant.461","153","154","Antoninus Pius","","","Roman Empire","","Genius","Marcus Aurelius","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC III Antoninus Pius 461","","","","BMC.826||RIC III Antoninus Pius 461","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Antonines/5c011cd3-89b8-35c1-96b5-4e1587fc2605","","","","","","","AVRELIVS CAESAR AVG PII FIL","Head of Marcus Aurelius, bare, right","TR POT VIII COS II","Genius Exercitus, in military dress, standing left, sacrificing out of patera in right hand over lighted altar and holding a legionary eagle in left","","","6","17.3","3.49","https://numismatics.org/collectionimages/19001949/1905/1905.57.398.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.398.rev.width175.jpg","2024-05-15T11:43:54Z"
"http://numismatics.org/collection/1905.57.559","Bronze As of Macrinus, Rome, 217–218. 1905.57.559","1905.57.559","http://numismatics.org/ocre/id/ric.4.mcs.212b","217","218","Macrinus||Diadumenian","","","Roman Empire","","","Diadumenian","As","Roman","Coin","","","","","Struck","Bronze","","Rome||Antioch, Syria","","","Latium||Syria||Italy","RIC IV Macrinus 212b","","","","BMC.529.160v||RIC IV Macrinus 212b","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","M [O]PEL ANTONINVS DIADVMENIANVS CAES","Bust draped cuirassed right","PRINC IVVENTVTIS/ S C","Diadumenian standing front, holding standard and spear, to right legionary eagle and standard","","","12","25.0","8.85","https://numismatics.org/collectionimages/19001949/1905/1905.57.559.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.559.rev.width175.jpg","2024-05-15T11:44:45Z"
"http://numismatics.org/collection/1905.57.563","Silver Denarius of Elagabalus, Rome, 219–220. 1905.57.563","1905.57.563","http://numismatics.org/ocre/id/ric.4.el.91b","218","222","Elagabalus","","","Roman Empire","","Jupiter","Elagabalus","Denarius","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC IV Elagabalus 91b","","","","BMC.142||RIC IV Elagabalus 91b","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Severans/1c24dad4-3d2d-3299-b677-7051f6f73e2d","","","","","","","IMP ANTONINVS AVG","Bust laureate draped right","IOVI CONSERVATORI","Jupiter standing front, holding thunderbolt and vertical sceptre, eagle left, one standard right","","","12","19.0","3.03","https://numismatics.org/collectionimages/19001949/1905/1905.57.563.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.563.rev.width175.jpg","2024-05-15T11:44:49Z"
"http://numismatics.org/collection/1905.57.62","Bronze AE2 of Constantine I, Alexandria, 321–324. 1905.57.62","1905.57.62","http://numismatics.org/ocre/id/ric.7.alex.28","321","324","Constantine I||Licinius","","","Roman Empire","Constantinian Dynasty","Jupiter","Licinius","AE2||AE3","Roman","Coin","","","","","Struck","Bronze","","Alexandria","","","Egypt","RIC VII Alexandria 28","","","","RIC VII Alexandria 28","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Laterempire/9e06d419-408c-364f-9f0e-e1032e10a171","","","","","","","IMP C VAL LICIN LICINIVS P F AVG","Bust radiate draped cuirassed right","IOVI CONS-ERVATORI","Jupiter standing, sceptre with eagle, Victory on globe, eagle, captive on ground","","","12","19.5","3.07","https://numismatics.org/collectionimages/19001949/1905/1905.57.62.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.62.rev.width175.jpg","2024-05-15T11:45:43Z"
"http://numismatics.org/collection/1905.57.624","Silver Tridrachm of Trajan, Bostra, 112–114. 1905.57.624","1905.57.624","https://rpc.ashmus.ox.ac.uk/type/12730","112","114","Trajan","","","Roman Empire","","","Trajan","Tridrachm","Roman","Coin","","","","","Struck","Silver","","Bostra","","","Arabia Petraea","RPC III, 4059","","","","M.9||RPC III, 4059||S.225","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Provincial/559caa9b-6b27-304f-abd8-c1e562ed1d0a||559caa9b-6b27-304f-abd8-c1e562ed1d0a|East/5765bd0d-2b3b-3907-8aed-2acf7fec7655","","","","","","","AVTOKR KAIS NER TRAIANOS SEB GERM DAK","Bust laur. dr. cuir. r.","DEMARCH EX VPATO 6","Legionary eagle flanked by standards, that to l. surmounted by wreath, that to r. by hand","","","6","23.5","10.21","https://numismatics.org/collectionimages/19001949/1905/1905.57.624.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1905/1905.57.624.rev.width175.jpg","2024-05-15T11:45:45Z"
"http://numismatics.org/collection/1906.236.151","Silver Antoninianus of Quintillus, Rome, 270. 1906.236.151","1906.236.151","http://numismatics.org/ocre/id/ric.5.cg.266","270","270","Quintillus","","","","","","Claudius II Gothicus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome||Mediolanum||Cyzicus||Siscia||Antioch","","","Italy||Pannonia||Syria||Mysia","RIC V Claudius Gothicus 266","","","","RIC V Claudius Gothicus 266","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","[D]IVO CLA[VDIO]","Head of Claudius Gothicus, radiate, right","[CONSECR]ATIO","Eagle, standing left, head right","","","6","15.0","2.61","https://numismatics.org/collectionimages/19001949/1906/1906.236.151.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.151.rev.width175.jpg","2024-05-15T11:46:50Z"
"http://numismatics.org/collection/1906.236.152","Silver Antoninianus of Quintillus, Rome, 270. 1906.236.152","1906.236.152","http://numismatics.org/ocre/id/ric.5.cg.266","270","270","Quintillus","","","","","","Claudius II Gothicus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome||Mediolanum||Cyzicus||Siscia||Antioch","","","Italy||Pannonia||Syria||Mysia","RIC V Claudius Gothicus 266","","","","RIC V Claudius Gothicus 266","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","DIVO CLAVDIO","Head of Claudius Gothicus, radiate, right","CONSECRATIO","Eagle, standing left, head right","","","6","21.0","2.75","https://numismatics.org/collectionimages/19001949/1906/1906.236.152.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.152.rev.width175.jpg","2024-05-15T11:46:51Z"
"http://numismatics.org/collection/1906.236.160","Silver Antoninianus of Probus, Rome, 276–282. 1906.236.160","1906.236.160","http://numismatics.org/ocre/id/ric.5.pro.156","276","282","Probus","","","Roman Empire","","","Probus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC V Probus 156","","","","RIC V Probus 156","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP C PROBVS AVG","Bust of Probus, radiate, cuirassed, right","ADVENTVS AVG","Probus, riding left, holding sceptre; at his feet, captive","","","12","21.0","3.85","https://numismatics.org/collectionimages/19001949/1906/1906.236.160.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.160.rev.width175.jpg","2024-05-15T11:46:59Z"
"http://numismatics.org/collection/1906.236.162","Silver Antoninianus of Probus, Rome, 276–282. 1906.236.162","1906.236.162","http://numismatics.org/ocre/id/ric.5.pro.184","276","282","Probus","","","Roman Empire","","Roma||Victory","Probus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC V Probus 184","","","","RIC V Probus 184","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP C PROBVS AVG","Bust of Probus, radiate, left, wearing imperial mantle, holding sceptre surmounted by eagle","ROMAE AETER","Hexastyle temple, Roma seated in centre, holding Victory in right hand and sceptre in left hand","","","6","21.125","3.68","https://numismatics.org/collectionimages/19001949/1906/1906.236.162.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.162.rev.width175.jpg","2024-05-15T11:47:00Z"
"http://numismatics.org/collection/1906.236.163","Silver Antoninianus of Probus, Rome, 276–282. 1906.236.163","1906.236.163","http://numismatics.org/ocre/id/ric.5.pro.200","276","282","Probus","","","Roman Empire","","Sol","Probus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Rome","","","Latium||Italy","RIC V Probus 200","","","","RIC V Probus 200","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP PROBVS P F AVG","Bust of Probus, radiate, left, wearing imperial mantle, holding sceptre surmounted by eagle","SOLI INVICTO","Sol, radiate, in chariot riding left, raising right hand and holding globe and whip in left hand","","","12","20.65","2.95","https://numismatics.org/collectionimages/19001949/1906/1906.236.163.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.163.rev.width175.jpg","2024-05-15T11:47:01Z"
"http://numismatics.org/collection/1906.236.168","Silver Antoninianus of Probus, Siscia, 276–282. 1906.236.168","1906.236.168","http://numismatics.org/ocre/id/ric.5.pro.704","276","282","Probus","","","Roman Empire","","Pax","Probus","Antoninianus","Roman","Coin","","","","","Struck","Silver","","Siscia","","","Pannonia","RIC V Probus 704","","","","RIC V Probus 704","L1|Roman/f319885b-5d75-3ad8-a9e9-6709324f6507||f319885b-5d75-3ad8-a9e9-6709324f6507|Imperial/5c25a387-f992-3cd0-ae33-4bf1f6b38255||5c25a387-f992-3cd0-ae33-4bf1f6b38255|Thirdcentury/0661a87e-c8e0-3e4b-9410-22424edaa49b","","","","","","","IMP C M AVR PROBVS P F AVG","Bust of Probus, radiate, left, wearing imperial mantle, holding sceptre surmounted by eagle","PAX AVG","Pax standing left, holding olive-branch and sceptre","","","12","21.8","2.88","https://numismatics.org/collectionimages/19001949/1906/1906.236.168.obv.width175.jpg","https://numismatics.org/collectionimages/19001949/1906/1906.236.168.rev.width175.jpg","2024-05-15T11:47:06Z"
